Comunidad,Provincia,Municipio,Nombre,punto_muestreo,adoptada_por,utm_x,utm_y,fecha_toma,escherichia_coli,enterococo,observaciones
País Vasco,Guipúzcoa,Hondarribia,Playa De Hondarribia,1,,,,,,,
País Vasco,Guipúzcoa,Hondarribia,Playa De Hondarribia,2,,,,,,,
País Vasco,Guipúzcoa,Mutriku,Playa De Mutriku,1,,,,,,,
País Vasco,Guipúzcoa,Mutriku,Playa De Ondarbeltz,1,,,,,,,
País Vasco,Guipúzcoa,Mutriku,Playa De Saturrarán,1,,,,,,,
País Vasco,Guipúzcoa,Orio,Playa De Antilla,1,,,,,,,
País Vasco,Guipúzcoa,Zarautz,Playa De Zarautz,1,,,,,,,
País Vasco,Guipúzcoa,Zarautz,Playa De Zarautz,2,,,,,,,
País Vasco,Guipúzcoa,Zarautz,Playa De Zarautz,3,,,,,,,
País Vasco,Guipúzcoa,Zumaia,Playa De Itzurun,1,,,,,,,
País Vasco,Guipúzcoa,Zumaia,Playa De Santiago,1,,,,,,,
País Vasco,Vizcaya,Bakio,Playa De Bakio,1,,,,,,,
País Vasco,Vizcaya,Bermeo,Playa De Aritxatxu,1,,,,,,,
País Vasco,Vizcaya,Ea,Playa De Ea,1,,,,,,,
País Vasco,Vizcaya,Getxo,Playa De Arrigunaga,1,,,,,,,
País Vasco,Vizcaya,Getxo,Playa De Azkorri,1,,,,,,,
País Vasco,Vizcaya,Getxo,Playa De Ereaga,1,,,,,,,
País Vasco,Vizcaya,Getxo,Playa De Ereaga,2,,,,,,,
País Vasco,Vizcaya,Getxo,Playa De Las Arenas,1,,,,,,,
País Vasco,Vizcaya,Gorliz,Playa De Gorliz,1,,,,,,,
País Vasco,Vizcaya,Gorliz,Playa De Gorliz,2,,,,,,,
País Vasco,Vizcaya,Gorliz,Playa De Gorliz,3,,,,,,,
País Vasco,Vizcaya,Ibarrangelu,Playa De Laga,1,,,,,,,
País Vasco,Vizcaya,Ibarrangelu,Playa De Laga,2,,,,,,,
País Vasco,Vizcaya,Ibarrangelu,Playa De Laida,1,,,,,,,
País Vasco,Vizcaya,Ibarrangelu,Playa De Laida,2,,,,,,,
País Vasco,Vizcaya,Ispaster,Playa De Ogeia,1,,,,,,,
País Vasco,Vizcaya,Lekeitio,Playa De Isuntza,1,,,,,,,
País Vasco,Vizcaya,Mendexa,Playa De Karraspio,1,,,,,,,
País Vasco,Vizcaya,Mendexa,Playa De Karraspio,2,,,,,,,
País Vasco,Vizcaya,Mundaka,Playa De Laidatxu,1,,,,,,,
País Vasco,Vizcaya,Muskiz,Playa La Arena - Muskiz,1,,,,,,,
País Vasco,Vizcaya,Muskiz,Playa La Arena - Muskiz,2,,,,,,,
País Vasco,Vizcaya,Ondarroa,Playa De Arrigorri,1,,,,,,,
País Vasco,Vizcaya,Plentzia,Playa De Plentzia,1,,,,,,,
País Vasco,Vizcaya,Sopelana,Playa De Atxabiribil-arietarra,1,,,,,,,
País Vasco,Vizcaya,Sopelana,Playa De Atxabiribil-arietarra,2,,,,,,,
País Vasco,Vizcaya,Sopelana,Playa De Atxabiribil-arietarra,3,,,,,,,
País Vasco,Vizcaya,Sopelana,Playa De Solandotes,1,,,,,,,
País Vasco,Vizcaya,Sopelana,Playa De Solandotes,2,,,,,,,
País Vasco,Vizcaya,Sukarrieta,Playa De San Antonio,1,,,,,,,
País Vasco,Vizcaya,Sukarrieta,Playa De Toña,1,,,,,,,
País Vasco,Vizcaya,Zierbena,Playa La Arena - Zierbena,1,,,,,,,
País Vasco,Álava,Arrazua-Ubarrundia,Embalse Ullibarri Gamboa Arrazua-ubarrundia 02,1,,,,,,,
País Vasco,Álava,Arrazua-Ubarrundia,Embalse Ullibarri Gamboa Arrazua-ubarrundia 03,1,,,,,,,
País Vasco,Álava,Arrazua-Ubarrundia,Embalse Ullibarri Gamboa Arrazua-ubarrundia 04,1,,,,,,,
País Vasco,Álava,Barrundia,Embalse Ullibarri Gamboa Barrundia 02,1,,,,,,,
País Vasco,Álava,Barrundia,Embalse Ullibarri Gamboa Barrundia 03,1,,,,,,,
Ceuta,Ceuta,Ceuta,Playa Benítez,3,,,,,,,
Ceuta,Ceuta,Ceuta,Playa Calamocarro,1,,,,,,,
Ceuta,Ceuta,Ceuta,Playa Calamocarro,2,,,,,,,
Ceuta,Ceuta,Ceuta,Playa Chorrillo,1,,,,,,,
Ceuta,Ceuta,Ceuta,Playa Chorrillo,2,,,,,,,
Ceuta,Ceuta,Ceuta,Playa Chorrillo,3,,,,,,,
Ceuta,Ceuta,Ceuta,Playa La Almadraba,1,,,,,,,
Ceuta,Ceuta,Ceuta,Playa Ribera,3,,,,,,,
Ceuta,Ceuta,Ceuta,Playa Tarajal,1,,,,,,,
Melilla,Melilla,Melilla,Playa De Aguadul,1,,,,,,,
Melilla,Melilla,Melilla,Playa De La Hípica,1,,,,,,,
Melilla,Melilla,Melilla,Playa De La Hípica,2,,,,,,,
Melilla,Melilla,Melilla,Playa De Los Cárabos,1,,,,,,,
Melilla,Melilla,Melilla,Playa De Los Galápagos,1,,,,,,,
Melilla,Melilla,Melilla,Playa De San Lorenzo,1,,,,,,,
Melilla,Melilla,Melilla,Playa Del Hipódromo,1,,,,,,,
Melilla,Melilla,Melilla,Playa Del Hipódromo,2,,,,,,,
Melilla,Melilla,Melilla,Playa Horcas Coloradas,1,,,,,,,
