Comunidad,Provincia,Municipio,Nombre,punto_muestreo,adoptada_por,utm_x,utm_y,utm_huso,fecha_toma,escherichia_coli,enterococo,observaciones
Andalucía,Almería,Adra,Playa Censo,2,@opendatasev,498990.66,4066472.38,30,13/09/2011,6 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Almería,Adra,Playa El Lance De La Virgen,1,@opendatasev,495499.12,4066904.91,30,13/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Almería,Adra,Playa Guainos Bajos,1,@quiqueciria,                   494675.25,4067012.79,30,13/09/2011,6 UFC/100 mL,8 UFC/100 mL,Sin Calificar
Andalucía,Almería,Adra,Playa San Nicolas,1,@quiqueciria,498750.12,4066595.67,30,13/09/2011,                        12 UFC/100 mL,                       4 UFC/100 mL,Sin Calificar
Andalucía,Almería,Adra,Playa Carboncillo,1,@quiqueciria,497987,4066611,30,13/09/2011,                   20 UFC/100 mL,                        0 UFC/100 mL,Sin Calificar
Andalucía,Almería,Adra,Playa La Caracola,1,@quiqueciria,496902.71,4066944.34,30,13/09/2011,6 UFC/100 mL,5 UFC/100 mL,Sin Calificar
Andalucía,Almería,Adra,Playa Sirena Loca,1,@quiqueciria,497500.3,4066774.36,30,13/09/2011,6 UFC/100 mL,                       0 UFC/100 mL,Sin Calificar
Andalucía,Almería,Almería,Playa Costacabana,1,@diego_manuel_s,556105.21,4077435.96,30,17/09/2012,	0 UFC/100 mL,4 UFC/100 mL,Sin Calificar
Andalucía,Almería,Almería,Playa Costacabana,2,@diego_manuel_s,554744.86,4076742.99,30,17/09/2012,6 UFC/100 mL,4 UFC/100 mL,Sin Calificar
Andalucía,Almería,Almería,Playa Costacabana,3,@diego_manuel_s,554920.09,4076842.73,30,17/09/2012,0 UFC/100 mL,6 UFC/100 mL,Sin Calificar
Andalucía,Almería,Almería,Playa El Alquian,1,,,,,,,,
Andalucía,Almería,Almería,Playa El Bobar,1,,,,,,,,
Andalucía,Almería,Almería,Playa El Palmeral,1,,,,,,,,
Andalucía,Almería,Almería,Playa El Toyo,1,,,,,,,,
Andalucía,Almería,Almería,Playa La Garrofa,1,,,,,,,,
Andalucía,Almería,Almería,Playa Las Olas,1,,,,,,,,
Andalucía,Almería,Almería,Playa Las Salinas De Cabo De Gata,1,@najuca2010,569675.2,4067616,30,19/09/2011,8 UFC/100 mL,5 UFC/100 mL,Sin Calificar
Andalucía,Almería,Almería,Playa Nueva Almeria,1,,,,,,,,
Andalucía,Almería,Almería,Playa Nueva Almeria,2,,,,,,,,
Andalucía,Almería,Almería,Playa Retamar,1,,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel De Cabo De Gata,1,@najuca2010,567481.55,4070618.48,30,19/09/2011,0 UFC/100 mL,4 UFC/100 mL,Sin Calificar
Andalucía,Almería,Almería,Playa San Miguel-las Conchas,1,,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel-las Conchas,2,,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel-las Conchas,3,,,,,,,,
Andalucía,Almería,Almería,Playa San Miguel-las Conchas,4,,,,,,,,
Andalucía,Almería,Almería,Playa Torregarcia,1,,,,,,,,
Andalucía,Almería,Almería,Playa Zapillo,3,,,,,,,,
Andalucía,Almería,Berja,Playa Balanegra,1,,,,,,,,
Andalucía,Almería,Carboneras,Playa Algarrobicos,1,,,,,,,,
Andalucía,Almería,Carboneras,Playa El Ancon,1,,,,,,,,
Andalucía,Almería,Carboneras,Playa El Ancon,2,,,,,,,,
Andalucía,Almería,Carboneras,Playa El Corral,1,,,,,,,,
Andalucía,Almería,Carboneras,Playa La Galera,1,,,,,,,,
Andalucía,Almería,Carboneras,Playa Las Marinicas,3,,,,,,,,
Andalucía,Almería,Carboneras,Playa Los Barquicos-cocones,1,,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Cala Panizo,1,,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Palomares,1,,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Pozo Esparto,1,,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Villaricos,1,,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa Villaricos,2,,,,,,,,
Andalucía,Almería,Cuevas del Almanzora,Playa El Calon,1,,,,,,,,
Andalucía,Almería,Ejido (El),Playa Balerma,1,,,,,,,,
Andalucía,Almería,Ejido (El),Playa Cerrillos,2,,,,,,,,
Andalucía,Almería,Ejido (El),Playa Guardias Viejas,1,,,,,,,,
Andalucía,Almería,Ejido (El),Playa Guardias Viejas,3,,,,,,,,
Andalucía,Almería,Ejido (El),Playa San Miguel Levante,1,,,,,,,,
Andalucía,Almería,Ejido (El),Playa Poniente Almerimar,1,,,,,,,,
Andalucía,Almería,Ejido (El),Playa San Miguel,1,,,,,,,,
Andalucía,Almería,Enix,Playa El Palmer,1,,,,,,,,
Andalucía,Almería,Garrucha,Playa Garrucha,1,,,,,,,,
Andalucía,Almería,Garrucha,Playa Garrucha,2,,,,,,,,
Andalucía,Almería,Garrucha,Playa Garrucha,3,,,,,,,,
Andalucía,Almería,Mojácar,Playa Castillo De Macenas,1,,,,,,,,
Andalucía,Almería,Mojácar,Playa Cueva Del Lobo,1,,,,,,,,
Andalucía,Almería,Mojácar,Playa De La Rumina,1,,,,,,,,
Andalucía,Almería,Mojácar,Playa El Cantal,1,,,,,,,,
Andalucía,Almería,Mojácar,Playa El Descargador,1,,,,,,,,
Andalucía,Almería,Mojácar,Playa Marina De La Torre,1,,,,,,,,
Andalucía,Almería,Mojácar,Playa Piedra Villazar,1,,,,,,,,
Andalucía,Almería,Mojácar,Playa Venta Del Bancal-ventanicas,1,,,,,,,,
Andalucía,Almería,Níjar,Playa Aguamarga,1,,,,,,,,
Andalucía,Almería,Níjar,Playa El Playazo De Rodalquilar,1,,,,,,,,
Andalucía,Almería,Níjar,Playa Genoveses,1,,,,,,,,
Andalucía,Almería,Níjar,Playa La Isleta Del Moro,1,,,,,,,,
Andalucía,Almería,Níjar,Playa Las Negras,1,,,,,,,,
Andalucía,Almería,Níjar,Playa Monsul,1,,,,,,,,
Andalucía,Almería,Níjar,Playa San Jose,1,@davidrjordan,579862.04,4069039.53,30,13/09/2011,0 UFC/100 mL,8 UFC/100 mL,Sin Calificar
Andalucía,Almería,Níjar,Playa San Jose,2,@davidrjordan,579472.79,4068234.63,30,13/09/2011,6 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Almería,Níjar,Playa Los Escullos,1,,,,,,,,
Andalucía,Almería,Pulpí,Playa Cala Cerrada,1,,,,,,,,
Andalucía,Almería,Pulpí,Playa Cala Tia Antonia,1,,,,,,,,
Andalucía,Almería,Pulpí,Playa Calipso,1,,,,,,,,
Andalucía,Almería,Pulpí,Playa Costa Tranquila,1,,,,,,,,
Andalucía,Almería,Pulpí,Playa Mar Rabiosa,1,,,,,,,,
Andalucía,Almería,Pulpí,Playa Mar Serena,1,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Aguadulce,1,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Aguadulce,2,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa La Bajadilla,1,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa La Ventilla,1,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Romanillas,1,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Romanillas,2,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Romanillas,3,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Urbanizacion Roquetas,1,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa Cerrillos (paraje Natural),1,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa De La Urbanizacion Playa Serena,1,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa De Las Salinas,2,,,,,,,,
Andalucía,Almería,Roquetas de Mar,Playa De Los Bajos,1,,,,,,,,
Andalucía,Almería,Vera,Playa El Playazo,1,,,,,,,,
Andalucía,Almería,Vera,Playa Las Marinas-bolaga,1,,,,,,,,
Andalucía,Almería,Vera,Playa Puerto Rey,1,,,,,,,,
Andalucía,Cádiz,Algeciras,Playa El Rinconcillo,1,@antoniogado,280677,4005051,30,20/09/2011,5 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Algeciras,Playa El Rinconcillo,2,@antoniogado,280433,4004663,30,20/09/2011,33 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Algeciras,Playa Getares-san Garcia,1,,,,,,,,
Andalucía,Cádiz,Algeciras,Playa Getares-san Garcia,2,,,,,,,,
Andalucía,Cádiz,Barbate,Playa Caños De Meca,1,@adolfobarres,768929,4008641,29,19/09/2012,15 UFC/100 mL,10 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Barbate,Playa El Carmen,1,,,,,,,,
Andalucía,Cádiz,Barbate,Playa Zahara De Los Atunes,1,@fontanon,243668,4002693,30,26/09/2011,8 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Barbate,Playa Zahora,1,@fontanon,765727,4009868,29,26/09/2011,38 UFC/100 mL,7 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Barbate,Playa Hierbabuena,1,@axenedu,235747,4008426,30,26/09/2011,13 UFC/100 mL,5 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Barrios (Los),Playa Palmones,1,,,,,,,,
Andalucía,Cádiz,Barrios (Los),Playa Palmones,2,,,,,,,,
Andalucía,Cádiz,Barrios (Los),Playa Palmones,3,,,,,,,,
Andalucía,Cádiz,Cádiz,Playa Cortadura,1,jaimesoler,744526,4041952,29,26/09/2011,0 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Cádiz,Playa Cortadura,2,jaimesoler,745196,4040688,29,26/09/2011,0 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Cádiz,Playa Cortadura,3,jaimesoler,744319,4042351,29,26/09/2011,0 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Cádiz,Playa La Caleta,1,imontero,741198,4046178,29,26/09/2011,23,7,Sin Calificar
Andalucía,Cádiz,Cádiz,Playa La Victoria,1,jmdodero,,,,,,,
Andalucía,Cádiz,Cádiz,Playa La Victoria,2,,,,,,,,
Andalucía,Cádiz,Cádiz,Playa La Victoria,3,,,,,,,,
Andalucía,Cádiz,Cádiz,Playa Sta Maria Del Mar,1,@ismgtr,742916,4045181,29,26/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Chiclana de la Frontera,Playa La Barrosa,1,@alediaztorres,752868,4028538,29,26/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Chiclana de la Frontera,Playa La Barrosa,2,@mjosancac,752117,4029152,29,26/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Chiclana de la Frontera,Playa Sancti Petri,1,@juanpedromoreno,750488,4031017,29,26/09/2011,39 UFC/100 mL,5 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Chipiona,Playa Camaron,1,@antoniogado,728679,4066898,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Chipiona,Playa Cruz Mar-canteras,1,@alvaropinel,729219,4069766,29,,,,
Andalucía,Cádiz,Chipiona,Playa Regla,1,@mjosancac,728578,4068366,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Chipiona,Playa Tres Piedras- La Ballena,1,@alvaropinel,729588,4065183,29,,,,
Andalucía,Cádiz,Conil de la Frontera,Playa Fuente Del Gallo,1,@danielnietoweb,760035,4019494,29,26/09/2011,26,7,Sin Calificar
Andalucía,Cádiz,Conil de la Frontera,Playa La Fontanilla,2,@davidrjordan,760557,4019027,29,26/09/2011,25 UFC/100 mL,8 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Conil de la Frontera,Playa Los Bateles,1,@davidrjordan,761135,4018040,29,26/09/2011,20 UFC/100 mL,10 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Conil de la Frontera,Playa Roche,1,imontero,755586,4022268,29,26/09/2011,16,10,Sin Calificar
Andalucía,Cádiz,Conil de la Frontera,Playa Cala Del Aceite,1,@davidrjordan,757511,4020646,29,26/09/2011,20 UFC/100 mL,10 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Línea de la Concepción (La),Playa Levante-el Carmen,1,@antoniogado,290002,4005909,30,28/09/2011,69 UFC/100 mL,5 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Línea de la Concepción (La),Playa Levante-el Carmen,2,@antoniogado,289722,4003742,30,30/09/2011,151 UFC/100 mL,25 UFC/100 mL,Zona Apta para el baño
Andalucía,Cádiz,Línea de la Concepción (La),Playa Levante-el Carmen,3,@antoniogado,290800,4008747,30,20/09/2011,7 UFC/100 mL,16 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Línea de la Concepción (La),Playa Levante-el Carmen,4,@antoniogado,292124,4012453,30,20/09/2011,10 UFC/100 mL,52 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Línea de la Concepción (La),Playa Poniente,1,@antoniogado,287852,4004558,30,20/09/2011,25 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Puerto de Santa María (El),Playa La Puntilla,1,@amian84,747128,4052299,29,19/09/2011,0 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Puerto de Santa María (El),Playa La Puntilla,2,@amian84,746720,4052591,29,19/09/2011,5 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Puerto de Santa María (El),Playa Valdelagrana,1,@amian84,748531,4050760,29,19/09/2011,0 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Puerto de Santa María (El),Playa Valdelagrana,2,@amian84,747996,4051937,29,19/09/2011,0 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Puerto de Santa María (El),Playa De Fuentebravia,1,@amian84,742792,4054980,29,19/09/2011,7 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Puerto de Santa María (El),Playa De La Muralla,1,@amian84,744987,4051919,29,19/09/2011,18 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Puerto de Santa María (El),Playa De Levante,1,@amian84,748404,4049719,29,19/09/2011,0 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Puerto de Santa María (El),Playa De Santa Catalina,1,@amian84,743765,4053715,29,19/09/2011,0 UFC/100 mL ,0 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Puerto Real,Playa La Cachucha,1,imontero,751970,4045938,29,19/09/2011,0,0,Sin Calificar
Andalucía,Cádiz,Puerto Real,Playa Rio San Pedro,1,@antoniogado,749176,4046280,29,19/09/2011,0 UFC/100 mL,5 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Rota,Playa El Rompidillo-chorrillo,1,@antoniogado,736686,4056247,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Rota,Playa La Ballena,1,@carlospdl,730629,4063602,29,19/09/2011,13 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Rota,Playa La Ballena,2,@carlospdl,730497,4063579,29,19/09/2011,5 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Rota,Playa La Costilla,1,@delawen,735833,4055881,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Rota,Playa La Costilla,2,@delawen,735152,4056195,29,19/09/2011,15 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Rota,Playa Punta Candor,1,,,,,,,,
Andalucía,Cádiz,Rota,Playa El Puntalillo,1,,,,,,,,
Andalucía,Cádiz,Rota,Playa Galeones,1,,,,,,,,
Andalucía,Cádiz,San Fernando,Playa Camposoto,1,@buk0wsk1,,,,,,,
Andalucía,Cádiz,San Fernando,Playa Camposoto,2,@buk0wsk1,,,,,,,
Andalucía,Cádiz,San Roque,Playa Cala Sardina,1,,,,,,,,
Andalucía,Cádiz,San Roque,Playa Guadarranque,1,,,,,,,,
Andalucía,Cádiz,San Roque,Playa Puente Mayorga,1,,,,,,,,
Andalucía,Cádiz,San Roque,Playa Puente Mayorga,2,,,,,,,,
Andalucía,Cádiz,San Roque,Playa Sotogrande,1,,,,,,,,
Andalucía,Cádiz,San Roque,Playa Torreguadiaro,1,,,,,,,,
Andalucía,Cádiz,San Roque,Playa Torreguadiaro,2,,,,,,,,
Andalucía,Cádiz,Sanlúcar de Barrameda,Playa La Jara,1,jaimesoler,733465,4072639,29,19/09/2011,382 UFC/100 mL ,38 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Sanlúcar de Barrameda,Playa Bajo De Guia-bonanza,1,jaimesoler,735948,4074738,29,26/09/2011,156 UFC/100 mL ,98 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Sanlúcar de Barrameda,Playa Bajo De Guia-bonanza,2,jaimesoler,736831,4075306,29,26/09/2011,156 UFC/100 mL ,98 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Sanlúcar de Barrameda,Playa La Calzada,1,vigu,735267,4074155,29,19/09/2011,291 UFC/100 mL,33 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Tarifa,Playa Bolonia,2,jaimesoler,250289,3997202,30,20/09/2011,0 UFC/100 mL ,8 UFC/100 mL ,Sin Calificar
Andalucía,Cádiz,Tarifa,Playa Los Lances,1,@antoniogado,264929,3988160,30,20/09/2011,82 UFC/100 mL,121 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Tarifa,Playa Los Lances,2,@antoniogado,264250,3989520,30,20/09/2011,0 UFC/100 mL,18 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Tarifa,Playa Los Lances,3,@antoniogado,261455,3992868,30,20/09/2011,10 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Tarifa,Playa Valdevaqueros,1,@octaviogl_,258506,3994675,30,20/09/2012,89 UFC/100 mL,6 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Tarifa,Playa Zahara De Los Atunes,1,@juanpri,245004,4000842,30,26/09/2011,7 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Cádiz,Vejer de la Frontera,Playa El Palmar,1,@axenedu,763731,4012951,29,26/09/2011,31 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Granada,Albuñol,Playa La Rabita,1,,,,,,,,
Andalucía,Granada,Albuñol,Playa El Pozuelo,1,,,,,,,,
Andalucía,Granada,Almuñécar,Playa Cabria,1,,,,,,,,
Andalucía,Granada,Almuñécar,Playa Cantarrijan,1,,,,,,,,
Andalucía,Granada,Almuñécar,Playa Cotobro,1,,,,,,,,
Andalucía,Granada,Almuñécar,Playa La Herradura,2,@pablov2,434282,4065320,30,19/09/2011,4 UFC/100 mL,1 UFC/100 mL,Sin Calificar
Andalucía,Granada,Almuñécar,Playa La Herradura,3,@pablov2,432802,4066335,30,19/09/2011,4 UFC/100 mL,1 UFC/100 mL,Sin Calificar
Andalucía,Granada,Almuñécar,Playa Marina Del Este,1,,,,,,,,
Andalucía,Granada,Almuñécar,Playa Pozuelo,1,,,,,,,,
Andalucía,Granada,Almuñécar,Playa Puerta Del Mar,1,,,,,,,,
Andalucía,Granada,Almuñécar,Playa San Cristobal,1,,,,,,,,
Andalucía,Granada,Almuñécar,Playa Velilla,2,@pablov2,440300,4066090,30,19/09/2011,33 UFC/100 mL,5 UFC/100 mL,Sin Calificar
Andalucía,Granada,Gualchos,Playa Castell De Ferro,1,@cifunet,468491,4064676,30,19/09/2011,1 UFC/100 mL,4 UFC/100 mL,Sin Calificar
Andalucía,Granada,Gualchos,Playa Castell De Ferro,2,@cifunet,468156,4064203,30,19/09/2011,1 UFC/100 mL,4 UFC/100 mL,Sin Calificar
Andalucía,Granada,Gualchos,Playa La Rijana,1,@cifunet,465097,4062894,30,19/09/2011,4 UFC/100 mL,1 UFC/100 mL,Sin Calificar
Andalucía,Granada,Lújar,Playa Cambriles,1,@GLujar,468943,4065310,30,19/09/2011,1UFC/100mL,1UFC/100mL,Sin Calificar
Andalucía,Granada,Motril,Playa Azucenas,1,FranciscoFernandez,455335,4063215,30,19/09/2011,4UFC/100mL,1UFC/100mL,Sin Calificar
Andalucía,Granada,Motril,Playa Calahonda,1,Ignacio Manzano,463043,4061892,30,17/09/2012,0 UFC/100 ml,0 UFC/100 ml,Sin Calificar
Andalucía,Granada,Motril,Playa Carchuna,2,Ignacio Manzano,461834,4061386,30,17/09/2012,0 UFC/100 ml,0 UFC/100 ml,Sin Calificar
Andalucía,Granada,Motril,Playa Carchuna,3,Ignacio Manzano,459419,4061441,30,17/09/2012,0 UFC/100 ml,0 UFC/100 ml,Sin Calificar
Andalucía,Granada,Motril,Playa El Cable,1,FranciscoFernandez,452359,4064355,30,19/09/2011,6UFC/100mL,1UFC/100mL,Sin Calificar
Andalucía,Granada,Motril,Playa Playa Granada,1,Ignacio Manzano,449933,4063894,30,17/09/2012,6 UFC/100ml,4 UFC/100 ml,Sin Calificar
Andalucía,Granada,Motril,Playa Poniente,2,Ignacio Manzano,451402,4063741,30,17/09/2012,0 UFC/100 ml,0 UFC/100 ml,Sin Calificar
Andalucía,Granada,Motril,Playa Torrenueva,1,Ignacio Manzano,456980,4061649,30,17/09/2012,0 UFC/100 ml,0 UFC/100 ml,Sin Calificar
Andalucía,Granada,Motril,Playa Torrenueva,2,Ignacio Manzano,455917,4062566,30,17/09/2012,8 UFC/100 ml,0 UFC/100 ml,Sin Calificar
Andalucía,Granada,Polopos,Playa La Mamola,1,,,,,,,,
Andalucía,Granada,Polopos,Playa Castillo De Baños,1,,,,,,,,
Andalucía,Granada,Rubite,Playa Casarones,1,,,,,,,,
Andalucía,Granada,Rubite,Playa El Lance,2,,,,,,,,
Andalucía,Granada,Salobreña,Playa La Charca,1,,,,,,,,
Andalucía,Granada,Salobreña,Playa La Charca,2,,,,,,,,
Andalucía,Granada,Salobreña,Playa La Charca,5,,,,,,,,
Andalucía,Granada,Salobreña,Playa La Guardia,1,,,,,,,,
Andalucía,Granada,Salobreña,Playa La Guardia,2,,,,,,,,
Andalucía,Granada,Sorvilán,Playa Las Cañas,2,,,,,,,,
Andalucía,Granada,Sorvilán,Playa Melicena,1,,,,,,,,
Andalucía,Huelva,Almonte,Playa Matalascañas,1,edipotrebol,719746,4095857,29,19/09/2011,23 UFC/100 mL,27 UFC/100 mL,Sin calificar
Andalucía,Huelva,Almonte,Playa Matalascañas,2,edipotrebol,719028,4096333,29,19/09/2011,17 UFC/100 mL,9 UFC/100 mL,Sin calificar
Andalucía,Huelva,Almonte,Playa Matalascañas,3,edipotrebol,718670,4096621,29,19/09/2011,21 UFC/100 mL,22 UFC/100 mL,Sin calificar
Andalucía,Huelva,Almonte,Playa Matalascañas,4,edipotrebol,718300,4096879,29,19/09/2011,21 UFC/100 mL,4 UFC/100 mL,Sin calificar
Andalucía,Huelva,Almonte,Playa Matalascañas,5,edipotrebol,717746,4097249,29,19/09/2011,19 UFC/100 mL,13 UFC/100 mL,Sin calificar
Andalucía,Huelva,Almonte,Playa Matalascañas,6,edipotrebol,717317,4097566,29,19/09/2011,9 UFC/100 mL,0 UFC/100 mL,Sin calificar
Andalucía,Huelva,Almonte,Playa Matalascañas,7,edipotrebol,716523,4098211,29,19/09/2011,4 UFC/100 mL,0 UFC/100 mL,Sin calificar
Andalucía,Huelva,Almonte,Playa Matalascañas,8,edipotrebol,716233,4098428,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin calificar
Andalucía,Huelva,Ayamonte,Playa Isla Canela,2,@arquio,645560,4115505,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Ayamonte,Playa Isla Canela,3,@arquio,643553,4115432,29,19/09/2011,11 UFC/100 mL,17 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Ayamonte,Playa Isla Canela,5,@arquio,644697,4115370,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Ayamonte,Playa Punta Del Moral,1,@arquio,647585,4116422,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Ayamonte,Playa Punta Del Moral,2,@arquio,646895,4115995,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Cartaya,Playa Nuevo Portil,2,@arquio,670848,4120235,29,19/09/2011,0 UFC/100 mL,7 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Cartaya,Playa Nuevo Portil,3,@arquio,672367,4120002,29,19/09/2011,5 UFC/100 mL,5 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Cartaya,Playa San Miguel,2,,,,,,,,
Andalucía,Huelva,Cartaya,Playa San Miguel,3,,,,,,,,
Andalucía,Huelva,Huelva,Playa Espigon,1,@txemac,687945,4112806,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Huelva,Playa Espigon,2,@txemac,687066,4113174,29,19/09/2011,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Huelva,Playa Espigon,3,@txemac,686121,4113621,29,19/09/2011,6 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Isla Cristina,Playa Isla Cristina,2,,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Isla Cristina,3,,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Isla Cristina,4,,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Isla Cristina,5,,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Islantilla,1,,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa Islantilla,2,,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa La Redondela,1,,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa La Redondela,2,,,,,,,,
Andalucía,Huelva,Isla Cristina,Playa De La Gaviota,1,,,,,,,,
Andalucía,Huelva,Lepe,Playa La Antilla,1,msanchez,659497,4119182,29,19/09/2012,9 UFC/100 mL,4 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Lepe,Playa La Antilla,2,msanchez,658731,4119239,29,19/09/2012,0 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Lepe,Playa La Antilla,3,msanchez,657722,4118997,29,19/09/2012,5 UFC/100 mL,7 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Moguer,Playa Mazagon/castilla,1,@akizuky_,701716,4107295,29,19/09/2011,0 UFC/100 mL,4 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Moguer,Playa Mazagon/castilla,2,@akizuky_,698077,4109388,29,19/09/2011,5 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Palos de la Frontera,Playa Mazagon/castilla,1,@akizuky_,695112,4110864,29,19/09/2011,5 UFC/100 mL,0 UFC/100 mL,Sin Calificar
Andalucía,Huelva,Palos de la Frontera,Playa Mazagon/castilla,2,@akizuky_,694037,4111190,29,19/09/2011,11 UFC/100 mL,4 UFC/100 mL,Sin Calificar
